headline,label,category
Trump EXPLODES Over Protests For His Obamacare Repeal. Whoopi Goldberg’s Response Is AMAZING (VIDEO),1,News
"U.S. sanctions seven Iranian individuals, two entities",0,worldnews
Watch Elizabeth Warren Get PISSED And Destroy A GOP Stooge Who Won’t Answer Her Question (VIDEO),1,News
Too soon to tell how U.S. statement will affect settlements: Israeli official,0,politicsNews
China's media calls Trump's withdrawal from Paris accord 'global setback',0,politicsNews
"Pence On Aircraft Carrier Lie: No, It Wasn’t Strategy, We’re Just Morons",1,News
"Fair elections in Poland at risk from ruling party bill, opposition says",0,worldnews
"Political exclusion risks tearing Kenya apart, says opposition leader",0,worldnews
"Berlusconi eyes political resurrection, unhindered by sex scandals",0,worldnews
BOMBSHELL: Trump AG Talked To Russian Officials Twice During Campaign And LIED About It,1,News
Russia rejects lawsuit to learn fate of Swedish war hero Wallenberg: agencies,0,worldnews
China foreign minister : peaceful agreement 'only' right choice on North Korea,0,politicsNews
SEC approves budget of independent accounting board,0,politicsNews
HOW IN THE WORLD Can A Black Muslim Judge Be Sworn In Using A Koran? [Video],1,politics
Judge seals all video depositions in Clinton email case: The Hill,0,politicsNews
Bernie Sanders Draws Impressive Crowd At Pine Ridge Reservation (VIDEO),1,News
It’s ON: Comey Refuses To Testify Before Intelligence Committee Unless The Hearing Is Public,1,News
Ann Coulter Turns On Trump Over His Immigration Flip Flop,1,News
White House adviser says return to Florida Keys may take weeks,0,worldnews
FBI JUST MADE A SOLID CASE For Hillary To Release Her Medical Records,1,politics
WOOHOO! VETS GET RIGHTS BACK: Obama’s Overboard Gun Regulations for Vets Rolled Back,1,politics
WATCH: Nicolle Wallace Says Donald Trump Knows Less About Foreign Policy Than Sarah Palin,1,News
South Korea's Moon says he's against having nuclear arms despite North Korea threat,0,worldnews
TYRANNY: Obamaphone Fraud Kept Under Wraps Until Vote To Expand Program,1,Government News
"Turkey urges U.S. to review visa suspension as lira, stocks tumble",0,politicsNews
Ex-U.S. diplomats seek to save State Department refugee office,0,politicsNews
"NEW DISCOVERY REVEALS BALTIMORE STATE’S ATTORNEY’S PARENTS WEREN’T MODEL COPS : Mom Received 20+ Disciplinary Actions, Dad Fired For Criminal Activity",1,politics
WATCH: Hell Freezes As Fox News Host Calls Republican Party A ‘Disgrace’ For Being Incapable Of Governing,1,News
"Clinton, Sanders Democratic debate draws 5.6 million viewers: CNN",0,politicsNews
"Report shows 1,300 unfilled jobs, strain for German defense procurement",0,worldnews
Turkey issues warrants for 106 'matchmakers' in cleric's network,0,worldnews
"Trump, Pence have spoken with nearly 30 foreign leaders - statement",0,politicsNews
THROWING GAS ON RACIAL FIRE? VA Police Confirm….Governor Terry McAuliffe LIED About Weapons Being Hid Around Charlottesville By White Nationalists,1,politics
AMERICANS EXPECTED OBAMA TO CALL FOR CALM…Instead Used Press Conference To Bash Trump [Video],1,politics
"U.S., Canada put pipeline fight in the past with state dinner",0,politicsNews
"Trump budget to increase growth by boosting investment, labor force: Mnuchin",0,politicsNews
Virginia Republican Goodlatte will not seek re-election,0,politicsNews
Troops make progress in Tal Afar battle as U.S. defense secretary visits Iraq,0,politicsNews
"TRAFFIC IS FOR THE LITTLE PEOPLE…CLINTON CARPETBAGGERS Get Wall, Guards…And Now Private Street For NY House",1,politics
Possible ruling soon on Illinois Medicaid payment priority,0,politicsNews
Rights group questions Italy's work with Libya stopping migrants,0,worldnews
Former intelligence chief Clapper: Comey was uneasy with Trump dinner - MSNBC,0,politicsNews
Factbox: U.S. isolated as 128 nations at U.N. condemn Jerusalem decision,0,worldnews
Factbox: How will Spain's central government take control of Catalonia?,0,worldnews
"INT’L LEADERS CAN’T HIDE DISRESPECT For Obama At Final G20: Philippines Leader Calls Barack Obama,”Son of a bitch”…China Makes Him Exit “Ass” Of Air Force One…Putin Has Tense Meeting With Him [VIDEO]",1,politics
Trump’s Campaign Manager Caught On Tape Instigating Fight Between Trump Fan And Protester (VIDEO),1,News
LIBERAL RAG NEWSWEEK Does Hit Piece Calling Trump “Lazy Boy”…Social Media Hits Back! [Video],1,politics
Special Report: Why an emblematic American city has turned to Trump,0,politicsNews
South Africa's Zuma says supports 'people of Zimbabwe',0,worldnews
Former SNL Cast Member Breaks Silence On Trump’s EMBARRASSING Behavior At Rehearsal (VIDEO),1,News
MSNBC Host SPEECHLESS After Trump Spox Makes INSANE 2nd Amendment Defense (VIDEO),1,News
MI Republican Gov Rick Snyder Now Trying To Steal $550 Million Dollars From Teachers,1,News
U.N. rights boss urges Mexico not to enshrine army's role,0,worldnews
Truck bomb in northern Iraq kills at least 23,0,worldnews
Putin ally wins right to develop prime Moscow plot: sources,0,worldnews
Thousands of Saakashvili supporters stage protest against Ukraine president,0,worldnews
"As election looms, Trump says he is 'last chance,' Clinton sees 'moment of reckoning'",0,politicsNews
OBAMA TRIES TO CONDEMN TRUMP SUPPORTERS But Gets It Thrown Right Back In His Face [Video],1,politics
"DELUSIONAL DEMOCRATS Get A Reality Check: “No, Russia Didn’t Hack Our Election” [Video]",1,politics
"Britain's May wins Brexit reprieve, faces tough weeks ahead",0,worldnews
Key Republican senator doubts 15 percent corporate tax rate can be reached,0,politicsNews
UK's Farage 'person of interest' in Trump-Russia investigation: Guardian,0,politicsNews
KARMA: Wikileaks Turns On Donald Trump After Administration Threatens To Arrest Julian Assange,1,News
"Britain, Russia clash over Syria at chemical weapons body",0,worldnews
Insight: Emails show how Republicans lobbied to limit voting hours in North Carolina,0,politicsNews
TRUMP IS FINALLY Face-to-Face With Putin…Left Goes Crazy When They See What He Does Next,1,politics
Baptist Preacher: The Government Needs To Be Killing ‘Sodomites’ (VIDEO),1,News
(VIDEO) PANTSUIT ON FIRE! HILLARY CLINTON CAUGHT IN ANOTHER WHOPPER ABOUT SELLING THE RUSSIANS OUR URANIUM,1,politics
Trump Just Threatened To ‘Send In The Feds’ To March On Obama’s Hometown (TWEETS),1,News
‘I Don’t Think You Have a Standard’: NYT Reporter Called Out Over Claim Obama Told 18 Lies While POTUS [Video],1,politics
"South Korea expects arms, shale gas on U.S. agenda in trade talks",0,politicsNews
Oklahoma lawmakers pass bill to reduce feral hog population,0,politicsNews
Ann Coulter Just Made The Most Despicable Claim About Hispanics In Defense Of Trump (VIDEO),1,News
"Attack ads, protests and phone calls: selling the Supreme Court nominee",0,politicsNews
British negotiators still working on Brexit deal: Treasury minister,0,worldnews
Israel PM Netanyahu to meet with Trump on Feb 15: White House,0,politicsNews
We Can’t Afford To Feed The Poor But We’re Spending $700 Billion Per Year To Kill People,1,News
Trump Attacks New Mexico’s GOP Governor After She Refuses To Endorse Him,1,News
GOLD STAR MOM SPEAKS OUT: “Obama Used Son’s Casket As Photo Op When She Asked Him Not To” [Video],1,politics
"OBAMA RAMPS UP Militarization Of EPA, FDA, VA While Obsessing Over Taking Guns From Citizens",1,politics
"WATCH: Republican Lies About Immigrant Vetting Process, Gets SCHOOLED By Immigrant CNN Host",1,News
Mexico will not recognize Catalonia's independence: President,0,worldnews
THE HEARTLESS MARXIST: What Bernie Sanders Did To Over 300 Homeless People Proves He Only Cares About Himself,1,politics
Trump to Republicans: Act swiftly to replace Obamacare,0,politicsNews
Tim Kaine: Trump ‘Unfit’ For Presidency Due To Blatant Disrespect Of Military (VIDEO),1,News
"Britain, U.S. deny that Trump state visit delayed",0,politicsNews
"Zimbabwe's army seizes power, Mugabe confined but ""safe""",0,worldnews
WOW! MAJOR CREDIT CARD COMPANY Still Sponsoring Central Park Production Depicting Assassination Of President Trump After Other Sponsors Flee [VIDEO],1,politics
California cities see chance to cash in on marijuana,0,politicsNews
WOW! JILL STEIN’S ‘FIRESIDE CHAT’ Exposes Her Delusion On Recount [Video],1,politics
Saudi says reserves right to respond to Iran 'hostile actions',0,worldnews
"Exclusive: McConnell frets about healthcare, hopeful on tax overhaul",0,politicsNews
Ivanka Trump Just Said The Dumbest Thing Imaginable During A Fox News Interview (VIDEO),1,News
"Trump growing frustrated with China, weighs trade steps: officials",0,politicsNews
The UNBELIEVABLE Reason Trump Pardoned Arpaio As Hurricane Harvey Was Bearing Down,1,News
New York mayor criticized for proposed limits on legal aid to immigrants,0,politicsNews
State Dept. OKs possible sale of $1 billion in military vehicles to Britain,0,politicsNews
"WHOA! Is RINO Senator Mitch McConnell Behind Roy Moore “Hit Job”?…”I strongly, strongly suspect somebody out of the McConnell camp planted the story”",1,politics
"Opposed from the start, the rocky history of NAFTA",0,politicsNews
Trump gains slightly on Clinton after Florida attack: Reuters/Ipsos poll,0,politicsNews
Obama’s Crystal Clear Response To Republicans’ Threat To Block His SCOTUS Nominee Is Perfect (VIDEO),1,News
BOMBSHELL: Political Assassination Of Mike Flynn Reportedly Led By High-Level Obama Advisor Worried Hidden Details Of Iran Deal Will Be Exposed,1,politics
Ruling against ex-AIG boss Greenberg raises stakes in Trump University case,0,politicsNews
Trump Just Got Punked HARD For His Acceptance Of A Purple Heart,1,News
Ireland says Brexit talks can't move on without clarity over border,0,worldnews
Russia: Lebanon should solve problems without outside interference - Ifax,0,worldnews
President Obama Makes Fun Of Donald Trump And It’s HILARIOUS (VIDEO),1,News
Thousands donate to Planned Parenthood in name of anti-abortion U.S. vice president-elect,0,politicsNews
Two leading Republicans shy away from being Trump's VP pick,0,politicsNews
"Saudi says 208 questioned in graft probe, at least $100 billion stolen",0,worldnews
Ford tells Trump no Lincoln SUV production going to Mexico,0,politicsNews
Maine Senate leaders will not seek special session to chide LePage,0,politicsNews
"Obama: new tax rule will fight corruption, help economy",0,politicsNews
VAN JONES Tells ‘Mad’ Liberals To Go Hug Trump Voters in Appalachia To Win Elections [Video],1,politics
Trump felt Scaramucci comments to New Yorker inappropriate: White House,0,politicsNews
Small eruption at Bali volcano triggers Singapore travel advisory,0,worldnews
Christian Group Admits To Sending Men Into Women’s Bathrooms To Scare You Into Hating Trans People,1,News
WATCH: Why NFL Players Taking A Knee Is Total Bullsh*t…It’s Really About “Trump-Derangement-Syndrome”,1,politics
Trump ‘Promises’ To Fix Black People’s Problems And Gets Spectactularly Owned For It On Twitter,1,News
Mugabe removed as WHO goodwill envoy after outrage,0,worldnews
Trump says suspected gunman who shot at lawmakers is now dead,0,politicsNews
Morocco arrests six suspected Islamic State militants,0,worldnews
House committee moves to cut funding for financial regulators,0,politicsNews
Denuclearization of Korean Peninsula is U.S. policy: State Department,0,politicsNews
"Kremlin: Syria, oil high on Putin's agenda on trip to Iran on Wed",0,worldnews
Syrian government denies U.N. chemical attack report,0,worldnews
Trump Supporter Kicked Out Of Trump Rally; Bet You Can Guess Why (VIDEO),1,News
New Jersey judge orders naming of Bridgegate scandal co-conspirators,0,politicsNews
Secret Emails Prove GOP Is Trying To Rig Election In MAJOR Swing State,1,News
"BREAKING: FBI Didn’t Record Hillary Interview, Didn’t Make Her Swear Under Oath To Tell Truth",1,politics
"WATCH: Black Pastor Totally SHUTS Down Trump, And He Backs Away Like A Wimp",1,News
"Trump Sticks To Racist Birther Conspiracy Theory, Won’t Admit Obama Born In USA",1,News
Special counsel's Russia probe entering new phase with first charges,0,politicsNews
Republicans Stoop To New Low As They Use Fake ‘PAST DUE’ Notice To Con Gullible Voters (IMAGES),1,News
WATCH: President Obama BRILLIANTLY Invokes Reagan To Shame Republicans For Favoring Putin,1,News
COLLEGE HOLDS EARLY SEGREGATED ORIENTATION To Help ONLY Minority Students With Financial Aid and Schedules,1,politics
Latin American countries say support Honduran recount,0,worldnews
FBI Arrest Cliven Bundy at Portland Airport – Charged with Federal Conspiracy,1,US_News
WATCH: President ‘No F*cks Left’ Obama Tears GOP Lies Apart Limb By Incredibly Stupid Limb,1,News
"Putin, Trump may meet next week at APEC summit",0,worldnews
WOW! WASHED UP LIBERAL CHER Uses Tweet About France Terror Attack To Remind Followers She Once Won An Award There,1,politics
"Obama intends to brief, not lobby, Trump on policies: White House",0,politicsNews
U.S. coal miners hit Congress to rally for pension protection,0,politicsNews
BREAKING: Comey Was Troubled By Evidence Of ‘Collusion With Russia’ When Trump Fired Him,1,News
Cop Shares Racist Meme About Michelle Obama; Now That Cop Is Having A VERY Bad Day (IMAGES),1,News
"In photos, North Korea signals a more powerful ICBM in the works",0,worldnews
Missing from Trump's grand Navy plan: skilled workers to build the fleet,0,politicsNews
LIST OF 24 REPUBLICANS Who Voted “YES” To KEEP Obama’s Taxpayer-Funded Sex-Change Surgeries In Place For Transgenders In Military,1,politics
‘The Process Has Begun’: FBI examine 650k emails on Clinton aide Abedin husband’s laptop,1,US_News
Senator Warren endorses Clinton for president,0,politicsNews
Right-Wing Blogger: Trump Is GOP’s ‘Sociopathic Maniac’ (VIDEO),1,News
IS HILLARY’S CAMPAIGN In YUGE Trouble? SHOCKING Statistics Show Number Of Votes In 2016 WAY DOWN From Election She LOST In 2008,1,politics
This Insane GOP Congressman WANTS The Mentally Ill To Have Guns (TWEET),1,News
70-Year-Old Man Reportedly Has ‘Cabin Fever’ After Only One Month On New Job,1,News
WHAT THE HECK Is Going On In Las Vegas? VIDEO PROOF That Las Vegas Coroner’s Office Is On LOCKDOWN,1,politics
BRITISH WOMAN LOSES VIRGINITY To Asylum Seeking Rapist On Her Way To Church,1,politics
Iranian commander issued stark warning to Iraqi Kurds over Kirkuk,0,worldnews
Moscow to cut dependence on U.S. payment systems: RIA,0,politicsNews
LISTEN TO THIS FORMER DOJ WHISTLEBLOWER,1,politics
Russia may widen designation for media outlets it deems 'foreign agents': Ifax,0,worldnews
